brand,model,model_year,milage,fuel_type,ext_col,int_col,price
Land,Rover Range Rover Supercharged LWB,2020,"81,000 mi.",Gasoline,Black,Black,64800
Audi,RS 7 4.0T Prestige,2016,"31,500 mi.",Gasoline,Gray,Black,67000
MINI,Clubman Cooper S ALL4,2017,"79,950 mi.",Gasoline,Blue,Black,17390
Hyundai,Santa Fe GLS,2015,"96,476 mi.",Gasoline,White,Gray,13000
MINI,Cooper S Clubman Base,2009,"83,853 mi.",Gasoline,Gray,Black,6950
Subaru,Outback 3.6R Limited,2016,"87,092 mi.",Gasoline,Blue,Black,19500
BMW,X6 M Base,2021,"11,102 mi.",Gasoline,Black,Black,101000
Toyota,Land Cruiser,2016,"50,361 mi.",Gasoline,Silver,Black,65998
Jeep,Wrangler Unlimited X,2007,"135,465 mi.",Gasoline,Black,Gray,15750
Chevrolet,Suburban RST,2022,"21,400 mi.",Diesel,Gray,Black,69000
Toyota,Land Cruiser Base,1996,"233,000 mi.",–,Blue,Gray,7500
BMW,M3 Base,2009,"78,414 mi.",Gasoline,Silver,Gray,28750
Ford,F-150 XLT,2020,"67,516 mi.",Gasoline,Gray,Medium Light Camel,36994
BMW,740 Li,2012,"85,252 mi.",Gasoline,Black,Black,18500
INFINITI,Q50 3.0t Red Sport 400,2020,"23,344 mi.",Gasoline,Liquid Platinum,White,36999
Toyota,Tacoma Base,2020,"27,256 mi.",Gasoline,Midnight Black Metallic,Black/Gun Metal,42998
INFINITI,QX60 Base,2017,"93,500 mi.",Gasoline,Black,Black,16000
Toyota,Highlander XLE,2020,"35,000 mi.",Gasoline,Silver,Black,36999
Toyota,Highlander Hybrid Limited,2018,"62,200 mi.",Hybrid,Brown,Beige,35707
Chevrolet,Camaro Z28,1999,"58,800 mi.",Gasoline,White,White,15000
BMW,Z4 3.0i Roadster,2006,"46,508 mi.",Gasoline,Green,Beige,11500
Chevrolet,Silverado 1500 1LT,2018,"81,000 mi.",E85 Flex Fuel,Red,Gray,32000
Jeep,Wrangler Unlimited Sport,2020,"33,060 mi.",Gasoline,White,Black,36500
Ford,Expedition Platinum,2018,"48,619 mi.",Gasoline,Gray,White,51499
Mazda,MX-5 Miata Base,1999,"96,680 mi.",Gasoline,Green,Beige,12900
BMW,M340 i xDrive,2022,"9,000 mi.",Hybrid,White,Red,56900
Jaguar,F-PACE S,2020,"28,357 mi.",Gasoline,Santorini Black Metallic,Pimento Red w/Ebony,47598
Toyota,Tundra SR5,2016,"119,000 mi.",Gasoline,Red,Black,29950
Ford,F-250 XLT,2019,"32,268 mi.",E85 Flex Fuel,White,Gray,46500
Cadillac,Escalade Premium Luxury,2022,"19,250 mi.",Gasoline,Black,Black,86999
Toyota,Tacoma SR5,2018,"25,083 mi.",Gasoline,Red,Gray,34955
Buick,Enclave Avenir,2021,"31,181 mi.",Gasoline,Rich Garnet Metallic,Chestnut,42442
Kia,Optima Hybrid EX,2013,"104,994 mi.",Hybrid,Black,Beige,9000
Cadillac,XTS Luxury,2019,"54,002 mi.",Gasoline,Black,Beige,22500
Porsche,Cayenne Diesel,2015,"97,300 mi.",Diesel,Black,Black,29995
Lincoln,MKZ Select,2017,"52,284 mi.",Gasoline,Blue,Beige,12500
BMW,M760 i xDrive,2021,"11,078 mi.",Gasoline,BLACK,WHITE,91900
Lincoln,Navigator Reserve,2019,"44,741 mi.",Gasoline,Beige,Beige,52999
Mercedes-Benz,AMG C 63 S,2017,"60,000 mi.",Gasoline,Gray,Black,52500
Kia,Stinger GT1,2021,"8,288 mi.",Gasoline,Black,Black,45899
BMW,M235 i,2015,"81,000 mi.",Gasoline,White,Red,27890
BMW,X4 M Competition,2020,"18,362 mi.",Gasoline,Black,Orange,60000
Ford,Expedition Max King Ranch,2020,"52,000 mi.",Gasoline,Gray,Brown,53722
Ford,Ranger XLT SuperCab,2002,"192,100 mi.",Gasoline,Gold,Beige,6450
Chevrolet,Trailblazer RS,2022,"42,479 mi.",Gasoline,Mosaic Black Metallic,Jet Black,28495
Tesla,Model 3 Long Range,2021,"18,000 mi.",,Black,Black,42500
Porsche,Boxster Base,1997,"132,800 mi.",Gasoline,Red,Beige,8500
Maserati,Quattroporte Base,2005,"32,000 mi.",Gasoline,Red,Beige,2954083
Mercedes-Benz,SLK-Class SLK320,2001,"59,500 mi.",Gasoline,Blue,Beige,6500
Mercedes-Benz,G-Class G 550 4MATIC,2021,"22,480 mi.",Gasoline,White,Brown,135800
Porsche,Panamera 4S,2010,"62,743 mi.",Gasoline,Silver,Gray,28600
Porsche,Cayenne Platinum Edition,2017,"73,043 mi.",Gasoline,White,Black,30990
Land,Rover Range Rover 3.0L Supercharged,2018,"38,020 mi.",Gasoline,White,Espresso,63998
Land,Rover Range Rover 5.0L V8 Supercharged,2019,"17,500 mi.",Gasoline,Black,Black,65000
Volvo,XC90 3.2,2011,"88,300 mi.",Gasoline,Blue,Beige,11500
Mazda,MX-5 Miata Base,1999,"130,000 mi.",Gasoline,Green,Beige,9000
GMC,Sierra 2500 Denali,2015,"86,000 mi.",Diesel,Gray,Brown,49000
Acura,RSX Type S,2006,"71,400 mi.",Gasoline,Black,Gray,14990
INFINITI,G35 Base,2003,"106,500 mi.",Gasoline,Red,Beige,9500
Audi,S4 Base,2007,"93,000 mi.",Gasoline,Black,Black,10995
Toyota,Sequoia Limited,2012,"150,900 mi.",Gasoline,Black,Gray,17500
Honda,Civic Si Base,2020,"6,025 mi.",Gasoline,Gray,Gray,27500
Lexus,RX 350 Base,2021,"30,761 mi.",Gasoline,Eminent White Pearl,Black,44950
Ford,F-250 Lariat,2019,"35,597 mi.",E85 Flex Fuel,Black,Black,47756
Chevrolet,Silverado 1500 1LZ,2014,"111,095 mi.",E85 Flex Fuel,White,Black,26000
Ford,Fusion SE,2011,"114,323 mi.",Gasoline,Black,Black,6000
Ford,Fusion Energi Titanium,2015,"84,352 mi.",Plug-In Hybrid,Blue,Black,10000
Mercedes-Benz,Sprinter High Roof,2015,"110,000 mi.",Diesel,White,Gray,29000
BMW,M4 Competition xDrive,2023,"1,120 mi.",Gasoline,Gray,White,92900
Jeep,Wrangler Rubicon,2023,"7,000 mi.",Hybrid,Gray,Black,46000
Rolls-Royce,Phantom,2023,"1,560 mi.",–,Tempest,Cobalt Blue,599995
Porsche,911 Turbo S,2021,"1,912 mi.",Gasoline,Silver,Black,240000
Land,Rover Discovery HSE LUXURY,2017,"47,200 mi.",Gasoline,Black,Beige,29000
Mazda,Mazda3 FWD w/Preferred Package,2019,"60,800 mi.",Gasoline,Red,Beige,19900
Mazda,CX-30 Premium Package,2023,"2,636 mi.",Gasoline,Platinum Quartz Metallic,Black,28535
Ford,Mustang GT,2018,"53,782 mi.",Gasoline,Black,Black,29950
Lexus,LS 460 Base,2008,"100,868 mi.",Gasoline,Black,Beige,15397
Rolls-Royce,Ghost Base,2016,"8,755 mi.",Gasoline,Black,Black,166900
Nissan,Xterra S,2008,"100,900 mi.",Gasoline,Black,Gray,6999
Subaru,Ascent Limited 7-Passenger,2022,"12,700 mi.",Gasoline,White,Beige,38500
BMW,330 i,2021,"26,000 mi.",Gasoline,Black,Black,37000
Ford,F-250 XLT,2019,"38,600 mi.",Diesel,Blue,–,54500
Jeep,Compass Sport,2016,"99,000 mi.",Gasoline,White,Gray,5000
Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,Black,Black,13300
Mercedes-Benz,CLA-Class CLA 250,2016,"120,000 mi.",Gasoline,Black,Black,19800
Audi,A5 2.0T Premium,2013,"111,000 mi.",Gasoline,Blue,Beige,11500
Chevrolet,Colorado Z71,2019,"25,462 mi.",Gasoline,Shadow Gray Metallic,Jet Black,36139
Mitsubishi,Montero Limited,2004,"145,000 mi.",Gasoline,Silver,Black,8950
Mercedes-Benz,SL-Class SL550 Roadster,2009,"60,100 mi.",Gasoline,Black,Black,27000
Toyota,RAV4 Prime XSE,2022,"7,100 mi.",Plug-In Hybrid,Gray,Black,49000
Nissan,NV Passenger NV3500 HD SL V8,2020,"14,353 mi.",Gasoline,Black,Gray,63900
Ford,Bronco Wildtrak Advanced,2022,"9,990 mi.",Gasoline,Silver,Black,64500
Ford,Mustang Bullitt,2019,"48,500 mi.",Gasoline,Black,Black,44999
Chevrolet,Express 3500 LT,2016,"120,000 mi.",Diesel,White,Gray,19500
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"40,000 mi.",Gasoline,Black,Black,72000
Mercedes-Benz,CLS-Class CLS 550,2014,"34,600 mi.",Gasoline,Black,Black,27500
Chevrolet,Suburban High Country,2021,"59,528 mi.",Gasoline,Satin Steel Metallic,Jet Black,68995
Lincoln,Navigator L Reserve,2019,"67,073 mi.",Gasoline,Black,Black,47999
Mercedes-Benz,SL-Class SL 550,2012,"21,300 mi.",Gasoline,Silver,Red,38500
Ford,Mustang EcoBoost Premium,2017,"41,650 mi.",Gasoline,Blue,Black,23600
Chevrolet,Tahoe Premier,2019,"48,879 mi.",Gasoline,Silver Ice Metallic,Jet Black,49573
Chevrolet,Monte Carlo SS,2006,"66,840 mi.",Gasoline,White,Gray,12000
Ford,Mustang Shelby GT500,2012,"6,400 mi.",Gasoline,Silver,Black,48000
Ford,Utility Police Interceptor Base,2017,"118,000 mi.",Gasoline,Black,Black,15000
Ford,Expedition EL XLT,2017,"182,000 mi.",Gasoline,Black,Black,16500
Bentley,Bentayga Onyx Edition,2018,"32,500 mi.",Gasoline,Black,Beige,103000
Dodge,Challenger R/T Scat Pack,2019,"75,800 mi.",Gasoline,Gray,Black,35998
Audi,TT RS Base,2012,"54,900 mi.",Gasoline,White,Brown,28900
Volkswagen,Beetle 2.0T Final Edition SE,2019,"32,000 mi.",Gasoline,Gray,Black,32750
Porsche,Cayenne AWD,2020,"37,500 mi.",Gasoline,White,Black,59900
Nissan,Pathfinder Silver,2012,"206,000 mi.",Gasoline,Black,Black,5000
Porsche,718 Boxster Base,2019,"6,700 mi.",Gasoline,Gray,Black,63000
Land,Rover Range Rover Sport HST MHEV,2020,"19,000 mi.",Hybrid,Silver,Black,74900
Chevrolet,Corvette Stingray w/1LT,2023,"3,273 mi.",Gasoline,Black,Red,78999
BMW,M550 i xDrive,2020,"40,000 mi.",Gasoline,Blue,Black,53000
Lexus,RX 350 F Sport Performance,2020,"53,750 mi.",Gasoline,Black,Red,32600
BMW,M3 Base,2001,"66,500 mi.",Gasoline,Red,Black,21000
Mercedes-Benz,E-Class E 350,2014,"78,500 mi.",Gasoline,Silver,Black,17900
Audi,SQ5 3.0T Premium Plus,2018,"72,000 mi.",Gasoline,Blue,Black,30000
Mercedes-Benz,AMG GT R,2018,"3,811 mi.",Gasoline,Black,Black,148500
BMW,X5 M Base,2013,"67,000 mi.",Gasoline,Silver,Black,24500
Cadillac,Escalade ESV Luxury,2020,"120,000 mi.",Gasoline,Black,Black,55000
Cadillac,CTS-V Base,2012,"45,000 mi.",Gasoline,Red,Black,41500
Lexus,GX 470 Base,2008,"123,500 mi.",Gasoline,White,Gray,14500
Maserati,GranTurismo Base,2012,"12,100 mi.",Gasoline,Blue,Beige,37900
Land,Rover Range Rover Velar P380 S,2018,"46,000 mi.",Gasoline,Red,Beige,40000
Lincoln,Town Car Base,2004,"27,600 mi.",Gasoline,Black,White,14900
Porsche,Carrera GT Base,2005,"4,400 mi.",Gasoline,Gray,Black,1599000
BMW,X6 M Base,2021,"18,000 mi.",Gasoline,Black,Black,94000
Honda,Civic EX,1993,"58,981 mi.",–,White,Beige,9599
Toyota,FJ Cruiser Base,2013,"53,000 mi.",Gasoline,Blue,Black,36740
Mercedes-Benz,SLK-Class SLK 250,2015,"49,000 mi.",Gasoline,Blue,Beige,23500
Mercedes-Benz,CLA-Class CLA 250,2014,"91,140 mi.",Gasoline,Gray,Black,13500
BMW,M440 i xDrive,2021,"24,300 mi.",Hybrid,Gray,Beige,49999
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,"16,754 mi.",Gasoline,White,White,112000
Toyota,4Runner Limited,2018,"95,000 mi.",Gasoline,Silver,Brown,33000
Cadillac,STS V6,2005,"96,000 mi.",Gasoline,Beige,Brown,4999
Toyota,Tacoma TRD Sport,2019,"36,283 mi.",Gasoline,Barcelona Red,Black,39598
Acura,TSX Base,2005,"151,600 mi.",Gasoline,Black,Black,7899
Chrysler,Town & Country Touring-L,2012,"163,500 mi.",E85 Flex Fuel,Gray,Beige,5949
Rolls-Royce,Ghost Base,2011,"79,000 mi.",Gasoline,Black,White,80300
Audi,A6 3.0T Premium Plus,2016,"71,280 mi.",Gasoline,Silver,Black,22000
Kia,K5 GT-Line,2021,"100,312 mi.",Gasoline,Wolf Gray,Black,19980
Mercedes-Benz,GLS 450 Base 4MATIC,2019,"34,068 mi.",Gasoline,White,Beige,46900
Mercedes-Benz,SL-Class SL 550,2013,"24,933 mi.",Gasoline,Silver,Red,40250
Jeep,Wrangler Sahara,1998,"136,500 mi.",Gasoline,Black,Black,6999
Ford,Focus SE,2014,"79,615 mi.",Gasoline,Black,Charcoal Black,10995
Mercedes-Benz,GLE 350 GLE 350,2022,"18,815 mi.",Gasoline,Black,Black,61998
GMC,Yukon SLT,2014,"142,400 mi.",E85 Flex Fuel,Black,Black,13500
Cadillac,Escalade Premium Luxury,2023,600 mi.,Gasoline,Black,Black,103000
Porsche,911 Carrera,2020,"11,256 mi.",Gasoline,Red,Black,124900
Genesis,GV80 2.5T,2023,"8,100 mi.",Gasoline,Silver,Beige,57300
Genesis,G70 2.0T,2023,"2,046 mi.",Gasoline,Green,Gray,43499
Lexus,LX 600 Premium,2023,"1,500 mi.",Gasoline,Gray,Black,119500
RAM,2500 Big Horn,2020,"51,000 mi.",Gasoline,Red,Black,44900
Nissan,Altima 2.5 S,2015,"149,800 mi.",Gasoline,Black,Black,11600
Ford,Bronco Badlands Advanced,2022,"17,000 mi.",Gasoline,White,Black,69999
Ford,Explorer Sport,2016,"95,500 mi.",Gasoline,Black,Black,20000
Tesla,Model Y Long Range,2021,"49,252 mi.",,Deep Blue Metallic,Black,37999
Land,Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,Black,Black,9900
Chevrolet,Suburban 1500 LT,2015,"179,200 mi.",Gasoline,Black,–,16000
Mercedes-Benz,EQS 450+ Base,2022,"16,500 mi.",,Blue,White,69500
Land,Rover Discovery Sport S R-Dynamic,2022,"23,568 mi.",Gasoline,Firenze Red,Ebony,44998
Tesla,Model S P100D,2017,"103,000 mi.",,Black,White,36000
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"7,800 mi.",Plug-In Hybrid,Black,Beige,66000
BMW,740 i,2017,"55,000 mi.",Gasoline,White,Black,40000
BMW,335 i xDrive,2012,"153,600 mi.",Gasoline,Black,Black,17500
Honda,Accord Hybrid Touring,2017,"96,400 mi.",Hybrid,White,Beige,18500
Hummer,H3 Base,2007,"137,333 mi.",Gasoline,Blue,Black,10000
Scion,tC Anniversary Edition,2014,"115,000 mi.",Gasoline,Silver,Silver,11495
Cadillac,DeVille Base,1994,"90,000 mi.",–,Green,Beige,2990
BMW,Z4 sDrive35is,2014,"4,200 mi.",Gasoline,White,Red,64995
Genesis,GV70 3.5T Sport,2022,"12,900 mi.",Gasoline,Gray,White,53000
Mazda,CX-5 Touring,2018,"61,000 mi.",Gasoline,Gray,Black,21800
Lexus,ES 350 Base,2007,"78,980 mi.",Gasoline,Silver,Beige,10600
Dodge,Challenger GT,2021,"40,000 mi.",Gasoline,Black,Black,32500
BMW,330 i,2005,"59,300 mi.",Gasoline,Red,Black,30900
Ferrari,488 GTB Base,2018,"17,761 mi.",Gasoline,Rosso Corsa,Nero,243900
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"106,000 mi.",Gasoline,White,Black,25900
Porsche,911 Carrera S,2013,"39,000 mi.",Gasoline,Blue,Black,73000
Acura,TLX V6 Advance,2016,"128,000 mi.",Gasoline,Gray,Black,19500
Nissan,Rogue SL,2017,"148,000 mi.",Gasoline,White,–,13000
BMW,323 Ci,2000,"177,700 mi.",Gasoline,Silver,Black,2500
BMW,320 i xDrive,2016,"185,000 mi.",Gasoline,Black,Beige,7500
Pontiac,G8 GT,2009,"81,327 mi.",Gasoline,Black,Black,17500
Tesla,Model Y Long Range,2022,"9,411 mi.",,Silver,Black,47998
Mercedes-Benz,AMG GT Base,2018,"28,182 mi.",Gasoline,White,Brown,84500
Ford,F-150 Lariat,2016,"25,000 mi.",E85 Flex Fuel,Gray,Black,65000
Chevrolet,Corvette Stingray,2018,"13,900 mi.",Gasoline,White,Red,54490
Ford,Mustang GT Premium,2020,"16,850 mi.",Gasoline,Blue,Black,41000
Audi,Q8 55 Premium Plus,2021,"14,750 mi.",Hybrid,Silver,Black,61059
Chevrolet,Corvette Stingray w/2LT,2023,"2,058 mi.",Gasoline,Gray,Black,101999
Tesla,Model X 75D,2017,"70,579 mi.",,Black,White,42250
Mercedes-Benz,S-Class S 550 4MATIC,2015,"54,000 mi.",Gasoline,White,Beige,37000
Chevrolet,Tahoe LTZ,2015,"134,500 mi.",Gasoline,Black,Black,28000
INFINITI,QX60 Base,2016,"91,239 mi.",Gasoline,Gray,Black,17500
Land,Rover Range Rover Sport HSE,2019,"52,300 mi.",Gasoline,Black,Black,49900
Audi,e-tron Prestige,2019,"33,012 mi.",,Blue,Beige,38000
Mercedes-Benz,EQS 450 4MATIC,2023,"7,388 mi.",,Gray,Beige,105500
Lucid,Air Pure,2023,"1,300 mi.",,Black,Gray,86900
Ferrari,FF Base,2016,"19,987 mi.",Gasoline,Black,Brown,149900
Tesla,Model 3 Standard Range,2020,"23,097 mi.",,Black,Black,29900
Acura,RSX Base,2005,"186,040 mi.",Gasoline,Gray,Beige,6700
Chevrolet,Corvette Stingray w/2LT,2020,"1,800 mi.",Gasoline,Blue,Black,76000
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,"56,000 mi.",Gasoline,Black,Brown,49900
Audi,RS 7 4.0T Prestige,2014,"66,150 mi.",Gasoline,White,Black,47995
RAM,2500 Tradesman,2018,"63,750 mi.",Gasoline,Gray,Gray,36000
Dodge,Ram 1500 Quad Cab,2002,"179,000 mi.",Gasoline,Black,Black,6500
BMW,i3 Base w/Range Extender,2014,"29,553 mi.",,Black,Gray,12800
Acura,ILX Technology Plus Package,2017,"68,200 mi.",Gasoline,Black,–,15750
BMW,535 i xDrive,2015,"65,000 mi.",Gasoline,Silver,Black,24995
INFINITI,FX50 Base,2011,"84,900 mi.",Gasoline,Silver,Black,22450
Land,Rover Discovery S,2003,"121,886 mi.",Gasoline,White,Beige,6000
Mercedes-Benz,G-Class G 550 4MATIC,2021,"76,100 mi.",Gasoline,Black,Black,130000
Tesla,Model S Long Range Plus,2021,"10,550 mi.",,Gray,Black,67800
Tesla,Model Y Performance,2020,"30,554 mi.",,Blue,Black,41999
Honda,Crosstour EX-L,2012,"90,742 mi.",Gasoline,Gray,Gray,12980
Mercedes-Benz,G-Class G 63 AMG,2014,"49,899 mi.",Gasoline,White,Black,72999
Porsche,911 Carrera GTS,2015,"23,600 mi.",Gasoline,Red,Black,132900
Audi,Q5 S line Premium,2022,"10,120 mi.",Hybrid,Navarre Blue,Gray,39998
Porsche,Boxster Base,2013,"40,800 mi.",Gasoline,Brown,Beige,35500
Ford,Mustang Mach-E GT,2023,"9,095 mi.",,Orange,Gray,59000
Dodge,Challenger SRT8 392,2012,"33,700 mi.",–,Black,Black,33500
BMW,M3 Base,2011,"43,000 mi.",Gasoline,Black,Black,50900
Cadillac,CTS 3.6L Premium Luxury,2019,"136,150 mi.",Gasoline,Silver,Black,22500
Jaguar,F-TYPE S,2014,"74,595 mi.",Gasoline,Green,Black,32450
RAM,ProMaster 2500 High Roof,2019,"31,681 mi.",Gasoline,White,Black,33500
Cadillac,CT5-V V-Series,2022,"4,451 mi.",Gasoline,Summit White,Jet Black,55655
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"39,000 mi.",Gasoline,White,Black,39000
Lamborghini,Aventador SVJ Base,2021,"6,987 mi.",Gasoline,–,Nero Ade,749950
Audi,RS 5 2.9T,2019,"21,240 mi.",Gasoline,Black,Black,59950
Nissan,Xterra Pro-4X,2011,"183,000 mi.",Gasoline,Black,Gray,12000
Chevrolet,Corvette Base,2005,"143,095 mi.",Gasoline,Red,Black,16000
Volvo,XC60 T6 Inscription,2019,"58,600 mi.",Gasoline,White,White,29000
Subaru,Ascent Touring 7-Passenger,2019,"71,273 mi.",Gasoline,Black,Brown,23900
BMW,135 i,2009,"72,900 mi.",Gasoline,Gray,Gray,15500
Ford,F-150 Platinum,2018,"60,660 mi.",Gasoline,Gold,Black,46900
McLaren,570S Spider,2018,"8,984 mi.",Gasoline,Vega Blue,Black,171900
Mercedes-Benz,AMG C AMG C 63 S,2016,"40,515 mi.",Gasoline,Black,Black,47999
Chevrolet,Malibu LTZ,2010,"55,900 mi.",Gasoline,Beige,Beige,8950
Lamborghini,Urus Base,2021,"20,069 mi.",Gasoline,Rosso Mars Metallic,Nero Ade,229900
Lexus,RX 350 Base,2016,"71,750 mi.",Gasoline,Black,Brown,28000
Ford,Taurus X Limited,2008,"148,949 mi.",Gasoline,Blue,Beige,3900
BMW,X5 3.0si,2007,"99,700 mi.",Gasoline,Black,Black,8500
Cadillac,XTS Luxury,2014,"62,950 mi.",Gasoline,Silver,Gray,17498
Chevrolet,Tahoe Premier,2020,"137,000 mi.",Gasoline,Black,Black,46000
Ford,F-150 Raptor,2021,"28,260 mi.",Gasoline,Blue,Blue,72950
Mercedes-Benz,C-Class C 300,2017,"59,400 mi.",Gasoline,Black,Black,21000
Hyundai,Veloster Value Edition,2017,"55,359 mi.",Gasoline,Ironman Silver,Black,15599
Jaguar,XF Premium,2011,"35,134 mi.",Gasoline,Gray,Gray,12400
Audi,A6 2.0T Premium Plus,2016,"96,000 mi.",Gasoline,Black,Black,21990
BMW,228 i,2015,"54,000 mi.",Gasoline,Black,Red,19996
BMW,M8 Gran Coupe Competition,2022,"21,057 mi.",Gasoline,Gray,Black,99800
Volkswagen,Eurovan MV,2001,"220,000 mi.",Gasoline,Silver,–,5500
BMW,428 i xDrive SULEV,2016,"77,000 mi.",Gasoline,White,Red,26999
Buick,Regal Turbo - Premium 1,2012,"190,000 mi.",Gasoline,Beige,Beige,6000
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,"24,596 mi.",Gasoline,Deep Black Pearl Effect,Titan Black / Quarzit,38322
Lexus,LX 570 Three-Row,2018,"39,300 mi.",Gasoline,Black,Black,69500
Chevrolet,1500 Cheyenne,1994,"170,443 mi.",–,Red,–,6000
Volvo,XC60 T5 R-Design,2019,"43,500 mi.",Gasoline,Gray,Black,30000
Chevrolet,Tahoe High Country,2021,"53,000 mi.",Gasoline,Black,Black,67100
GMC,Yukon Denali Ultimate,2023,"9,978 mi.",Gasoline,White,Gold,93999
Ford,Expedition Max Limited,2021,"30,918 mi.",Gasoline,White,Beige,51999
Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,Gray,Black,17000
GMC,Acadia Denali,2021,"18,083 mi.",Gasoline,Ebony Twilight Metallic,Jet Black,43999
Kia,Sorento SX Prestige,2023,"11,100 mi.",Gasoline,White,Black,40200
BMW,M3 Base,2016,"56,235 mi.",Gasoline,Orange,Orange,50500
Ford,Mustang GT Premium,2012,"105,500 mi.",Gasoline,Silver,Black,19000
Hyundai,Santa Fe SE,2021,"35,550 mi.",Gasoline,Twilight Black,Black,25987
Audi,A4 2.0T Premium,2011,"90,818 mi.",Gasoline,White,Black,8300
Toyota,4Runner Limited,2016,"82,260 mi.",Gasoline,Nautical Blue Pearl,Black,31906
Volkswagen,Golf SportWagen TSI S 4-Door,2016,"127,770 mi.",Gasoline,White,Beige,13800
Honda,S2000 Base,2003,"101,000 mi.",Gasoline,Silver,Black,28000
MINI,Cooper S Base,2010,"97,395 mi.",Gasoline,Yellow,Black,6699
Lexus,RC 350 Base,2015,"48,000 mi.",Gasoline,Orange,Red,32900
Chrysler,300 Touring,2009,"134,602 mi.",Gasoline,Blue,Black,7500
BMW,M850 i xDrive,2019,"9,949 mi.",Gasoline,Blue,Black,75798
Land,Rover Range Rover 3.0L Supercharged,2014,"59,500 mi.",E85 Flex Fuel,Red,Black,33800
Toyota,Tacoma TRD Pro,2018,"28,800 mi.",Gasoline,–,Black,42900
Chevrolet,Camaro 1SS,2021,"12,600 mi.",Gasoline,Gray,Black,47000
BMW,X7 xDrive40i,2022,"8,000 mi.",Hybrid,Blue,Brown,85000
Hyundai,Genesis Coupe 3.8 Track,2010,"127,500 mi.",Gasoline,Blue,Black,6000
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,Red,Beige,35000
Chevrolet,Bolt EV LT,2020,"49,688 mi.",,Blue,Gray,24900
Toyota,Tacoma TRD Sport,2020,"41,199 mi.",Gasoline,Black,Black/Gun Metal,41598
BMW,i8 Base,2019,"28,200 mi.",Plug-In Hybrid,Gray,Beige,79950
Rivian,R1S Launch Edition,2023,"4,500 mi.",,Silver,Gray,89999
Land,Rover Range Rover Sport HST MHEV,2020,"37,248 mi.",Hybrid,Silver,Black,54500
Ford,Ranger Edge SuperCab,2004,"110,000 mi.",Gasoline,White,Gray,8500
Volvo,V60 T6 R-Design Platinum,2015,"59,271 mi.",Gasoline,Blue,Black,29900
Cadillac,XTS Luxury,2013,"152,000 mi.",Gasoline,Black,Gray,8500
Acura,TLX Type S w/Performance Tire,2023,"1,798 mi.",Gasoline,Black,Black,53000
Land,Rover Discovery HSE,2019,"20,034 mi.",Gasoline,Yulong White,Tan/Ebony,43998
Ford,Fusion Hybrid SE,2013,"161,933 mi.",Hybrid,Blue,Charcoal Black,7945
Dodge,Durango R/T,2020,"78,000 mi.",Gasoline,Black,Red,29500
Alfa,Romeo Giulia Base,2017,"36,000 mi.",Gasoline,White,Red,21000
Ford,Edge Titanium,2017,"113,294 mi.",Gasoline,Gray,Black,16500
Chevrolet,Corvette Stingray,2015,"25,548 mi.",Gasoline,Gray,Gray,49000
Chevrolet,Silverado 2500 LT,2015,"122,770 mi.",E85 Flex Fuel,Brown,Black,27499
Volkswagen,Routan SE,2011,"194,000 mi.",Gasoline,Black,Gray,3500
Kia,Sorento LX,2021,"54,200 mi.",Gasoline,White,Black,23800
Cadillac,ATS 2.5L,2014,"80,400 mi.",Gasoline,Silver,Black,15000
Ford,F-250 Platinum,2022,"4,500 mi.",Gasoline,Black,Black,86500
Lamborghini,Murcielago Base,2005,"22,703 mi.",Gasoline,Black,Black,220000
MINI,Cooper S Base,2012,"128,000 mi.",Gasoline,Black,Black,8500
Ford,Expedition Limited,2021,"29,830 mi.",Gasoline,Magnetic Metallic,Ebony,55329
BMW,X1 xDrive28i,2021,"25,918 mi.",Gasoline,Gray,Black,32000
Kia,Sportage Nightfall,2022,"9,686 mi.",Gasoline,Hyper Red,Black,30990
Mercedes-Benz,E-Class E 350 4MATIC,2008,"67,250 mi.",Gasoline,White,Beige,11900
Subaru,Outback 2.5i Premium,2019,"77,000 mi.",Gasoline,Gray,Gray,18749
Porsche,718 Boxster S,2017,"48,900 mi.",Gasoline,Blue,Black,62500
Mercedes-Benz,G-Class G 550 4MATIC,2019,"47,850 mi.",Gasoline,White,Black,127899
Land,Rover Range Rover P525 Westminster,2021,"22,270 mi.",Gasoline,Gray,Ebony,89900
Ford,F-150 XL,2018,"52,500 mi.",E85 Flex Fuel,Gray,Gray,35000
Hyundai,Palisade SEL,2020,"69,487 mi.",Gasoline,White,Black,32000
Porsche,911 Carrera 4,2013,"67,522 mi.",Gasoline,Gray,Black,59500
Jeep,Grand Cherokee L Limited,2021,"25,968 mi.",Gasoline,Metallic,Global Black,38405
BMW,i3 Base w/Range Extender,2014,"74,500 mi.",,White,Gray,11499
